CRN,Course,*Campus,Days,Date,Time,Location,Hrs,Type,Title,Instructor,Seats,Limit,Enroll,Waitlist,Course Fees,Catalog
"31471","EDUC 0189-01","M","F","01/16/2023-05/09/2023","1400-1600","CRAMER 239","2","CLAS","Mentoring and Leadership II","Theresa Apodaca","13","20","7","0","N/A","Bookstore Link",
"31812","EDUC 0189-03","M","F","01/17/2023-05/09/2023","1400-1600","CRAMER 239","0","CLAS","Mentoring and Leadership II","Theresa Apodaca","3","5","2","0","N/A","Bookstore Link",
"31811","EDUC 189-02","M","F","01/17/2023-05/09/2023","1400-1600","CRAMER 239","1","CLAS","Mentoring and Leadership II","Theresa Apodaca","5","5","0","0","N/A","Bookstore Link",
"30593","EDUC 341-01","M","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","2","20","18","0","$40","Bookstore Link",
"31778","EDUC 341-01D","DE","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","5","10","5","0","$40","Bookstore Link",
"31172","EDUC 342-01","M","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","8","10","2","0","$40","Bookstore Link",
"31779","EDUC 342-01D","DE","M W","01/16/2023-05/09/2023","1700-1815","CRAMER 203","3","CLAS","Match Teach Strat to Stu Learn","Theresa Apodaca","10","10","0","0","$40","Bookstore Link",
"31174","EDUC 403-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","0","5","5","0","$40","Bookstore Link",
"31724","EDUC 403-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","17","20","3","0","N/A","Bookstore Link",
"31176","EDUC 404-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Mthds & Pract Student Teaching","Theresa Apodaca","5","5","0","0","$40","Bookstore Link",
"31177","EDUC 404-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Method & Practices of Teaching","Theresa Apodaca","10","10","0","0","$40","Bookstore Link",
"30763","EDUC 413-01","M",,"01/16/2023-05/09/2023",,"TBA","9","CLAS","Student Teaching (Secondary)","Theresa Apodaca","4","6","2","0","N/A","Bookstore Link",
"30764","EDUC 414-01","M",,"01/16/2023-05/09/2023",,"TBA","3","CLAS","Student Teaching Seminar","Theresa Apodaca","4","6","2","0","N/A","Bookstore Link",
"31178","EDUC 503-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","3","5","2","0","$40","Bookstore Link",
"31725","EDUC 503-01D","DE","T R","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","18","20","2","0","N/A","Bookstore Link",
"31180","EDUC 504-01","M","T R","01/16/2023-05/09/2023","1700-1815","CRAMER 120","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","5","5","0","0","$40","Bookstore Link",
"31726","EDUC 504-01D","DE","M W","01/16/2023-05/09/2023","1700-1815","WEB-V","3","CLAS","Methods & Practices Teaching","Theresa Apodaca","20","20","0","0","N/A","Bookstore Link",
"31005","EDUC 511-01","M",,"01/16/2023-05/09/2023",,,"3","CLAS","Supervised Field Exp(Secdry)","Theresa Apodaca","1","2","1","0","N/A","Bookstore Link",
"31006","EDUC 512-01","M",,"01/16/2023-05/09/2023",,,"3","CLAS","Supervised Field Exp (Elem)","Theresa Apodaca","1","2","1","0","N/A","Bookstore Link",
"30660","EE 161-01","M","W","01/16/2023-05/09/2023","1400-1650","WORKC 189","1","CLAS","Basic Electronics Laboratory I","Chris Pauli","2","16","14","0","$100","Bookstore Link",
"30661","EE 161-02","M","R","01/16/2023-05/09/2023","1400-1650","WORKC 189","1","CLAS","Basic Electronics Laboratory I","Chris Pauli","0","16","16","0","$100","Bookstore Link",
"30674","EE 212-01","M","M W F","01/16/2023-05/09/2023","0900-0950","WORKC 109","3","CLAS","Circuits & Signals II","Krishna Roy","11","30","19","0","$10","Bookstore Link",
"30883","EE 252-01","M","M W F","01/16/2023-05/09/2023","1000-1050","WEIR 102","3","CLAS","Digital Electronics","Rene Arechiga","11","30","19","0","$10","Bookstore Link",
"30667","EE 332-01","M","M W F","01/16/2023-05/09/2023","1100-1150","WORKC 113","3","CLAS","Electricity and Magnetism","Anders M. Jorgensen","8","30","22","0","$10","Bookstore Link",
"30668","EE 362-01","M","F","01/16/2023-05/09/2023","1400-1650","WORKC 116","1","CLAS","Mixed Electronics Lab II","Sihua Shao","7","30","23","0","$100","Bookstore Link",
"30666","EE 372-01","M","T R","01/16/2023-05/09/2023","1100-1215","WORKC 113","3","CLAS","Modeling and Simulation","Scott Teare","7","30","23","0","$10","Bookstore Link",
"30884","EE 472-01","M","M W F","01/16/2023-05/09/2023","1000-1050","SPEARE 117","4","CLAS","Digital Signal Processing","Sihua Shao","1","25","24","0","$10","Bookstore Link",
"30885","EE 472L-01","M","M","01/16/2023-05/09/2023","1400-1650","WORKC 187","0","CLAS","Digital Signal Processing Lab","Sihua Shao","1","12","11","0","$100","Bookstore Link",
"30886","EE 472L-02","M","W","01/16/2023-05/09/2023","1400-1650","WORKC 187","0","CLAS","Digital Signal Processing Lab","Sihua Shao","0","13","13","0","$100","Bookstore Link",
"30664","EE 482-01","M","M W","01/16/2023-05/09/2023","1200-1250","WORKC 113","3","CLAS","Capstone Design II","Kevin Wedeward","14","30","16","0","$10","Bookstore Link",
"30160","EE 482L-01","M",,"01/16/2023-05/09/2023",,"WORKC 183","0","CLAS","Capstone Design II","Kevin Wedeward","14","30","16","0","$125","Bookstore Link",
"31369","EE 521-01","M","M W F","01/16/2023-05/09/2023","1300-1350","WORKC 117","4","CLAS","Measurement & Instrumentation","Anders M. Jorgensen","24","30","6","0","N/A","Bookstore Link",
"31564","EE 565-01","M","T R","01/16/2023-05/09/2023","1100-1215","WORKC 117","4","CLAS","Position, Navigation,Timing","Aly I. El-Osery","19","30","11","0","$45","Bookstore Link",
,,,,,,,,,,"Kevin Wedeward",,,,,,,
"31799","EE 590-01","M",,"01/17/2023-05/09/2023",,,"12","CLAS","Independent Study","Sihua Shao","4","5","1","0","N/A","Bookstore Link",
"30210","EE 591-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Rene Arechiga","4","5","1","0","N/A","Bookstore Link",
"30211","EE 591-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Aly I. El-Osery","1","5","4","0","N/A","Bookstore Link",
"30250","EE 591-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Anders M. Jorgensen","5","5","0","0","N/A","Bookstore Link",
"30257","EE 591-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Seda Senay","5","5","0","0","N/A","Bookstore Link",
"30258","EE 591-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Scott Teare","4","5","1","0","N/A","Bookstore Link",
"30382","EE 591-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Kevin Wedeward","2","5","3","0","N/A","Bookstore Link",
"30973","EE 591-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Sihua Shao","5","5","0","0","N/A","Bookstore Link",
"31565","EE 591-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Krishna Roy","5","5","0","0","N/A","Bookstore Link",
"30546","EE 595-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Rene Arechiga","10","10","0","0","N/A","Bookstore Link",
"30547","EE 595-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Aly I. El-Osery","10","10","0","0","N/A","Bookstore Link",
"30548","EE 595-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Anders M. Jorgensen","10","10","0","0","N/A","Bookstore Link",
"30549","EE 595-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Seda Senay","10","10","0","0","N/A","Bookstore Link",
"30550","EE 595-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Scott Teare","9","10","1","0","N/A","Bookstore Link",
"30551","EE 595-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Kevin Wedeward","9","10","1","0","N/A","Bookstore Link",
"30974","EE 595-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Sihua Shao","4","5","1","0","N/A","Bookstore Link",
"31566","EE 595-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Krishna Roy","5","5","0","0","N/A","Bookstore Link",
"31225","EMGT 508-01D","DE","R","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Engineering Project Management","Heidi A. Hahn","1","10","9","0","$25","Bookstore Link",
"31638","EMGT 509-01D","DE","T","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Systems Risk & Decision Analy","Haoying Wang","3","10","7","0","$25","Bookstore Link",
"31639","EMGT 513-01D","DE","M","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Technology Leadership","Franklin Reinow","11","15","4","0","$25","Bookstore Link",
"31640","EMGT 589-01D","DE","W","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Supply Chain Management","Jiakai Zhang","10","15","5","0","N/A","Bookstore Link",
"31641","EMGT 589-02D","DE","R","01/16/2023-05/09/2023","1700-2000","WEB-V","3","CLAS","Managerial Economics","Jiakai Zhang","13","15","2","0","N/A","Bookstore Link",
"30220","EMGT 590-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Final Project","Franklin Reinow","10","10","0","0","N/A","Bookstore Link",
"30221","EMGT 590-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Final Project","Jiakai Zhang","10","10","0","0","N/A","Bookstore Link",
"30384","EMGT 590-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Final Project","Haoying Wang","7","10","3","0","N/A","Bookstore Link",
"30161","ES 111-01","M","T R","01/16/2023-05/09/2023","1230-1345","MSEC 101","3","CLAS","Computer Programming for Engrs","William K. Oxford","0","24","24","0","$25","Bookstore Link",
"30162","ES 111L-01","M","T","01/16/2023-05/09/2023","1400-1650","CRAMER 127","0","CLAS","Computer Programming Lab","William K. Oxford","0","24","24","0","N/A","Bookstore Link",
"31063","ES 201-01","M","T R","01/16/2023-05/09/2023","1230-1345","MSEC 103","3","CLAS","Statics","Mostafa Hassanalian","0","31","31","0","$25","Bookstore Link",
"30194","ES 201-02","M","M W F","01/16/2023-05/09/2023","1000-1050","CRAMER 203","3","CLAS","Statics","Hollis J. Dinwiddie","19","30","11","0","$25","Bookstore Link",
"30009","ES 216-01","M","T R","01/16/2023-05/09/2023","1400-1515","MSEC 101","3","CLAS","Engineering Fluid Mechanics","Her Yuan Chen","1","31","30","0","$25","Bookstore Link",
"30342","ES 216-02","M","M W F","01/16/2023-05/09/2023","1100-1150","MSEC 195","3","CLAS","Engineering Fluid Mechanics","Tie Wei","3","30","27","0","$25","Bookstore Link",
"30164","ES 302-01","M","T R","01/16/2023-05/09/2023","0930-1045","SPEARE 116","3","CLAS","Mechanics of Materials","William K. Oxford","3","30","27","0","$25","Bookstore Link",
"30367","ES 302-02","M","M W F","01/16/2023-05/09/2023","1100-1150","WEIR 102","3","CLAS","Mechanics of Materials","William K. Oxford","1","32","31","0","$25","Bookstore Link",
"30015","ES 303-01","M","T R","01/16/2023-05/09/2023","0930-1045","WEIR 102","3","CLAS","Engineering Dynamics","Sayavur Bakhtiyarov","11","35","24","0","$25","Bookstore Link",
"31792","ES 303-02","M","M W F","01/17/2023-05/09/2023","1300-1350","CRAMER 239","3","CLAS","Engineering Dynamics","William K. Oxford","16","25","9","0","$25","Bookstore Link",
"30018","ES 316-01","M","T R","01/16/2023-05/09/2023","0930-1045","LOPEZ 106","3","CLAS","Engineering Economics","Hollis J. Dinwiddie","4","65","61","1","$25","Bookstore Link",
"30154","ES 332-01","M","M W F","01/16/2023-05/09/2023","1100-1150","MSEC 103","3","CLAS","Electrical Engineering","Krishna Roy","0","58","58","0","$25","Bookstore Link",
"30020","ES 347-01","M","T R","01/16/2023-05/09/2023","1230-1345","JONESA 101","3","CLAS","Thermodynamics","Pabitra Choudhury","7","40","33","0","$25","Bookstore Link",
"30021","ES 350-01","M","M W F","01/16/2023-05/09/2023","1000-1050","MSEC 101","3","CLAS","Heat & Mass Transfer","Tie Wei","0","55","55","0","$25","Bookstore Link",
"30542","ES 405L-01","M","T","01/16/2023-05/09/2023","1400-1555","JONES 276","1","CLAS","Inst, Meas, & Proc Control Lab","Seth T. Price","7","12","5","0","$35","Bookstore Link",
"30752","ENGL 1110-01","M","T R","01/16/2023-05/09/2023","0930-1045","CRAMER 107","3","CLAS","Composition I","Rachel L. Cruz","0","22","22","0","$25","Bookstore Link",
"31472","ENGL 1110-02","M","T R","01/16/2023-05/09/2023","1100-1215","CRAMER 107","3","CLAS","Composition I","Rachel L. Cruz","4","18","14","0","$25","Bookstore Link",
"30753","ENGL 1120-01","M","M W F","01/16/2023-05/09/2023","1400-1450","SPEARE 116","3","CLAS","Composition II","William T. Clattenburg","0","20","20","0","$25","Bookstore Link",
"30754","ENGL 1120-02","M","T R","01/16/2023-05/09/2023","1400-1515","CRAMER 107","3","CLAS","Composition II","Rachel L. Cruz","0","22","22","1","$25","Bookstore Link",
"30755","ENGL 1120-03","M","T R","01/16/2023-05/09/2023","1530-1645","CRAMER 107","3","CLAS","Composition II","Rachel L. Cruz","1","21","20","1","$25","Bookstore Link",
"30756","ENGL 1120-04","M","M W F","01/16/2023-05/09/2023","1000-1050","SPEARE 116","3","CLAS","Composition II","James R. Olson","0","20","20","0","$25","Bookstore Link",
"30757","ENGL 1120-05","M","M W F","01/16/2023-05/09/2023","1100-1150","SPEARE 116","3","CLAS","Composition II","James R. Olson","0","20","20","0","$25","Bookstore Link",
"30758","ENGL 1120-06","M","M W F","01/16/2023-05/09/2023","0900-0950","SPEARE 116","3","CLAS","Composition II","William T. Clattenburg","0","20","20","0","$25","Bookstore Link",
"30759","ENGL 1120-07","M","M W F","01/16/2023-05/09/2023","1200-1250","SPEARE 116","3","CLAS","Composition II","William T. Clattenburg","-1","20","21","0","$25","Bookstore Link",
"30760","ENGL 1120-08","M","M W F","01/16/2023-05/09/2023","1300-1350","SPEARE 116","3","CLAS","Composition II","James R. Olson","0","20","20","0","$25","Bookstore Link",
"31479","ENGL 1120-09","M","T R","01/16/2023-05/09/2023","1230-1345","SPEARE 116","3","CLAS","Composition II","Karl R. Rowe","3","20","17","0","$25","Bookstore Link",
"30005","ENGL 341-01","M","T R","01/16/2023-05/09/2023","0930-1045","SPEARE 19","3","CLAS","Technical Writing","Marina Choy","0","21","21","0","$25","Bookstore Link",
"30006","ENGL 341-02","M","T R","01/16/2023-05/09/2023","1100-1215","SPEARE 19","3","CLAS","Technical Writing","Marina Choy","0","20","20","0","$25","Bookstore Link",
"30007","ENGL 341-03","M","T R","01/16/2023-05/09/2023","1400-1515","SPEARE 117","3","CLAS","Technical Writing","Marina Choy","8","20","12","0","$25","Bookstore Link",
"30312","ENGL 341-04","M","T R","01/16/2023-05/09/2023","0800-0915","CRAMER 127","3","CLAS","Technical Writing","Elisabeth A. Kramer-Simpson","2","20","18","0","$25","Bookstore Link",
"30424","ENGL 341-05","M","M W F","01/16/2023-05/09/2023","1400-1450","WEIR 132","3","CLAS","Technical Writing","James R. Olson","9","20","11","0","$25","Bookstore Link",
"31786","ENVS 412-01","M","T R","01/16/2023-05/09/2023","1100-1215","SPEARE 23","3","CLAS","Geographic Information Systems","Phillip L. Miller","6","10","4","0","N/A","Bookstore Link",
"31787","ENVS 412L-01","M","F","01/16/2023-05/09/2023","1400-1700","CRAMER 127","0","CLAS","Geographic Information Lab","Phillip L. Miller","6","10","4","0","N/A","Bookstore Link",
"31481","EXPL 447-01D","DE","F","01/16/2023-05/09/2023","1100-1330","WEB-V","3","CLAS","Theory of Propellent & Pyrotec","William W. Anderson","16","20","4","0","$50","Bookstore Link",
"31480","EXPL 447-1","M","F","01/16/2023-05/09/2023","1100-1330","WEIR 132","3","CLAS","Theory of Propellent & Pyrotec","William W. Anderson","10","20","10","0","$50","Bookstore Link",
"31235","EXPL 449-01","M","T R","01/16/2023-05/09/2023","0930-1045","CRAMER 124","3","CLAS","Wave Propagation","Seok Bin Lim","14","15","1","0","$50","Bookstore Link",
"31236","EXPL 449-01D","DE","T R","01/16/2023-05/09/2023","0930-1045","WEB-V","3","CLAS","Wave Propagation","Seok Bin Lim","14","15","1","0","$50","Bookstore Link",
"31562","FDMA 0289-01","M","T R","01/16/2023-05/09/2023","1400-1645","SPEARE 23","3","CLAS","Mobile Application Design","Rebecca M. Spruill","2","20","18","0","$45","Bookstore Link",
"31558","FDMA 0289-02","M","T R","01/16/2023-05/09/2023","1700-1840","SPEARE 23","3","CLAS","Sculpture & Identity","Maria G. Garcia Guillen","5","20","15","0","$60","Bookstore Link",
"30622","GEOB 500-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Study","Daniel S. Jones","10","10","0","0","N/A","Bookstore Link",
"31689","GEOB 589-01","M","T","01/16/2023-05/09/2023","1400-1700","JONESA 104","3","CLAS","Metagenomic Analysis","Daniel S. Jones","0","5","5","0","N/A","Bookstore Link",
"30742","GEOB 592-01","M","F","01/16/2023-05/09/2023","1300-1350","MSEC 103","1","CLAS","Graduate Seminar","John Naliboff","48","50","2","0","N/A","Bookstore Link",
"30624","GEOB 593-01","M","F","01/16/2023-05/09/2023","1200-1250","MSEC 195","1","CLAS","Seminar","Mark Person","48","50","2","0","N/A","Bookstore Link",
,,,,,,,,,,"Shari A. Kelley",,,,,,,
"30623","GEOB 595-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Daniel S. Jones","8","10","2","0","N/A","Bookstore Link",
"30013","GEOC 500-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Nelia Dunbar","10","10","0","0","N/A","Bookstore Link",
"30014","GEOC 500-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Bonnie Frey","10","10","0","0","N/A","Bookstore Link",
"30016","GEOC 500-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Alexander Gysi","8","10","2","0","N/A","Bookstore Link",
"30430","GEOC 500-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Matthew T. Heizler","10","10","0","0","N/A","Bookstore Link",
"30433","GEOC 500-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Nicole C. Hurtig","9","10","1","0","N/A","Bookstore Link",
"30530","GEOC 500-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Shari A. Kelley","10","10","0","0","N/A","Bookstore Link",
"30609","GEOC 500-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Philip Kyle","10","10","0","0","N/A","Bookstore Link",
"30615","GEOC 500-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","William C. McIntosh","10","10","0","0","N/A","Bookstore Link",
"30963","GEOC 500-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Laura E. Waters","8","10","2","0","N/A","Bookstore Link",
"30964","GEOC 500-12","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Matthew Zimmerer","10","10","0","0","N/A","Bookstore Link",
"31748","GEOC 500-13","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Nels A. Iverson","9","10","1","0","N/A","Bookstore Link",
"31749","GEOC 575-02","M","W","01/16/2023-05/09/2023","0900-0950","BUREAU 253","2","CLAS","Electron Microprobe Analysis","Nels A. Iverson","0","8","8","0","N/A","Bookstore Link",
"30971","GEOC 589-01","M","W","01/16/2023-05/09/2023","1100-1350","MSEC 253","3","CLAS","Lithogeochemistry","Alexander Gysi","12","15","3","0","N/A","Bookstore Link",
"30972","GEOC 589-02","M","M","01/16/2023-05/09/2023","1000-1250",,"3","CLAS","Crustal Fluids","Nicole C. Hurtig","15","15","0","0","N/A","Bookstore Link",
"30975","GEOC 589-03","M","T","01/16/2023-05/09/2023","1630-1900","BUREAU 253","3","CLAS","Geology & Econ of Ind. Mineral","Virginia T. McLemore","17","20","3","0","N/A","Bookstore Link",
"31763","GEOC 589-04","M",,"01/16/2023-05/09/2023",,"BUREAU 128","2","CLAS","Prac Aspcts Argon Geochronolog","Matthew T. Heizler","8","10","2","0","$25","Bookstore Link",
"31796","GEOC 589-04D","DE",,"01/17/2023-05/09/2023",,"WEB-V","2","CLAS","Prac Aspcts Argon Geochronolog","Matthew T. Heizler","5","5","0","0","$25","Bookstore Link",
"30996","GEOC 591-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Laura E. Waters","9","10","1","0","N/A","Bookstore Link",
"30993","GEOC 591-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Bonnie Frey","10","10","0","0","N/A","Bookstore Link",
"30992","GEOC 591-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Alexander Gysi","8","10","2","0","N/A","Bookstore Link",
"30114","GEOC 591-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Virginia T. McLemore","9","10","1","0","N/A","Bookstore Link",
"30115","GEOC 591-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Nelia Dunbar","10","10","0","0","N/A","Bookstore Link",
"30116","GEOC 591-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","James B. Harrison","10","10","0","0","N/A","Bookstore Link",
"30156","GEOC 591-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Matthew T. Heizler","10","10","0","0","N/A","Bookstore Link",
"30184","GEOC 591-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Philip Kyle","10","10","0","0","N/A","Bookstore Link",
"30399","GEOC 591-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","William C. McIntosh","10","10","0","0","N/A","Bookstore Link",
"30994","GEOC 591-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Nicole C. Hurtig","8","10","2","0","N/A","Bookstore Link",
"30439","GEOC 591-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Shari A. Kelley","10","10","0","0","N/A","Bookstore Link",
"30611","GEOC 591-12","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Matthew Zimmerer","10","10","0","0","N/A","Bookstore Link",
"30617","GEOC 591-13","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Daniel S. Jones","10","10","0","0","N/A","Bookstore Link",
"31750","GEOC 591-14","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Nels A. Iverson","10","10","0","0","N/A","Bookstore Link",
"30743","GEOC 592-01","M","M","01/16/2023-05/09/2023","1300-1350","MSEC 103","1","CLAS","Graduate Seminar","John Naliboff","3","10","7","0","N/A","Bookstore Link",
"30677","GEOC 593-01","M","F","01/16/2023-05/09/2023","1200-1250","MSEC 195","1","CLAS","Seminar","Mark Person","11","20","9","0","N/A","Bookstore Link",
,,,,,,,,,,"Shari A. Kelley",,,,,,,
"30073","GEOC 595-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Alexander Gysi","10","10","0","0","N/A","Bookstore Link",
"30074","GEOC 595-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Bonnie Frey","10","10","0","0","N/A","Bookstore Link",
"30075","GEOC 595-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Nicole C. Hurtig","10","10","0","0","N/A","Bookstore Link",
"30076","GEOC 595-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Shari A. Kelley","10","10","0","0","N/A","Bookstore Link",
